orig_index,disambiguated_entity,disambiguated_entity_id,sex_at_birth,comment/reference,pronoun_denoting_gender,comment/reference.1,race_ethnicity,comment/reference.2,public_health_researcher,practitioner/clinician/physician,non_public_health_researcher,politician/govt service/policymaker,industry_expert,celebrity,journalist,comment/reference.3
1117,danny meyer,4252343335,Male,https://en.wikipedia.org/wiki/Danny_Meyer,He,https://en.wikipedia.org/wiki/Danny_Meyer,White/European,https://en.wikipedia.org/wiki/Danny_Meyer,No,No,No,No,Yes,No,No,https://en.wikipedia.org/wiki/Danny_Meyer
1118,dara kass,561196006,Female,https://en.wikipedia.org/wiki/Dara_Kass,She,https://en.wikipedia.org/wiki/Dara_Kass,White/European,https://en.wikipedia.org/wiki/Dara_Kass,Yes,Yes,No,No,No,No,No,https://en.wikipedia.org/wiki/Dara_Kass
1119,darby fox,2438827829,Female,http://darbyfox.com/profile.php,She,http://darbyfox.com/profile.php,White/European,http://darbyfox.com/profile.php,No,Yes,No,No,No,No,No,http://darbyfox.com/profile.php
1120,darby saxbe,2808158465,Female,https://dornsife.usc.edu/cf/psyc/psyc_faculty_display.cfm?person_id=1032709,She,https://dornsife.usc.edu/cf/psyc/psyc_faculty_display.cfm?person_id=1032709,White/European,https://dornsife.usc.edu/cf/psyc/psyc_faculty_display.cfm?person_id=1032709,Yes,Yes,No,No,No,No,No,https://dornsife.usc.edu/cf/psyc/psyc_faculty_display.cfm?person_id=1032709
1121,darcy ross,7955893,Female,https://www.linkedin.com/in/darcy-ross-53459b1/,She,https://www.linkedin.com/in/darcy-ross-53459b1/,White/European,https://www.linkedin.com/in/darcy-ross-53459b1/,No,No,No,No,Yes,No,No,https://www.linkedin.com/in/darcy-ross-53459b1/
1122,darien sutton,2994810998,Male,https://www.linkedin.com/in/darien-sutton-ramsey-md-mba-a5874578/,He,https://www.linkedin.com/in/darien-sutton-ramsey-md-mba-a5874578/,Black/African,https://www.linkedin.com/in/darien-sutton-ramsey-md-mba-a5874578/,Yes,Yes,No,No,No,No,No,https://www.linkedin.com/in/darien-sutton-ramsey-md-mba-a5874578/
1123,dario gil,1064182550,Male,https://researcher.watson.ibm.com/researcher/view.php?person=us-dgil,He,https://researcher.watson.ibm.com/researcher/view.php?person=us-dgil,White/European,https://researcher.watson.ibm.com/researcher/view.php?person=us-dgil,No,No,Yes,No,Yes,No,No,https://researcher.watson.ibm.com/researcher/view.php?person=us-dgil
1124,darius tahir,1122806063,Male,https://subscriber.politicopro.com/staff/darius-tahir,He,https://subscriber.politicopro.com/staff/darius-tahir,Middle Eastern,https://subscriber.politicopro.com/staff/darius-tahir,No,No,No,No,No,No,Yes,https://subscriber.politicopro.com/staff/darius-tahir
1125,daron cowley,997988730,Male,https://healthierruralwestsummit.org/people/daron-cowley/,He,https://healthierruralwestsummit.org/people/daron-cowley/,White/European,https://healthierruralwestsummit.org/people/daron-cowley/,No,No,No,No,Yes,No,No,https://healthierruralwestsummit.org/people/daron-cowley/
1126,daron shaw,1911662471,Male,https://liberalarts.utexas.edu/government/faculty/shawdr,He,https://liberalarts.utexas.edu/government/faculty/shawdr,White/European,https://liberalarts.utexas.edu/government/faculty/shawdr,No,No,Yes,No,No,No,No,https://liberalarts.utexas.edu/government/faculty/shawdr
1127,darren linvill,3270978519,Male,https://www.clemson.edu/cbshs/faculty-staff/profiles/darrenl,He,https://www.clemson.edu/cbshs/faculty-staff/profiles/darrenl,White/European,https://www.clemson.edu/cbshs/faculty-staff/profiles/darrenl,No,No,Yes,No,No,No,No,https://www.clemson.edu/cbshs/faculty-staff/profiles/darrenl
1128,darria long,2378429136,Female,https://drdarria.com/about-us/,She,https://drdarria.com/about-us/,White/European,https://drdarria.com/about-us/,Yes,Yes,No,No,No,Yes,No,https://drdarria.com/about-us/
1131,dave chokshi,3770764003,Male,https://wagner.nyu.edu/community/faculty/dave-chokshi,He,https://wagner.nyu.edu/community/faculty/dave-chokshi,South Asian,https://wagner.nyu.edu/community/faculty/dave-chokshi,Yes,Yes,No,No,No,No,No,https://wagner.nyu.edu/community/faculty/dave-chokshi
1132,dave whitworth,1978936838,Male,https://www.aber.ac.uk/en/ibers/staff-profiles/listing/profile/dew/,He,https://www.aber.ac.uk/en/ibers/staff-profiles/listing/profile/dew/,White/European,https://www.aber.ac.uk/en/ibers/staff-profiles/listing/profile/dew/,Yes,No,No,No,No,No,No,https://www.aber.ac.uk/en/ibers/staff-profiles/listing/profile/dew/
1133,davey smith,1976726233,Male,https://cfar.ucsd.edu/en/who-we-are/directors/davey-smith/,He,https://cfar.ucsd.edu/en/who-we-are/directors/davey-smith/,White/European,https://cfar.ucsd.edu/en/who-we-are/directors/davey-smith/,Yes,Yes,No,No,No,No,No,https://cfar.ucsd.edu/en/who-we-are/directors/davey-smith/
1134,david a nace,3106811020,Male,https://www.upmc.com/media/experts/david-nace,He,https://www.upmc.com/media/experts/david-nace,White/European,https://www.upmc.com/media/experts/david-nace,Yes,Yes,No,No,No,No,No,https://www.upmc.com/media/experts/david-nace
1135,david abramson,751178471,Male,https://www.mskcc.org/cancer-care/doctors/david-abramson,He,https://www.mskcc.org/cancer-care/doctors/david-abramson,White/European,https://www.mskcc.org/cancer-care/doctors/david-abramson,Yes,Yes,No,No,No,No,No,https://www.mskcc.org/cancer-care/doctors/david-abramson
1137,david allen,525090073,Male,https://www.lshtm.ac.uk/aboutus/people/allen.david,He,https://www.lshtm.ac.uk/aboutus/people/allen.david,White/European,https://www.lshtm.ac.uk/aboutus/people/allen.david,Yes,No,No,No,No,No,No,https://www.lshtm.ac.uk/aboutus/people/allen.david
1138,david archer,2331988663,Male,https://www.linkedin.com/in/david-archer-232455a/?originalSubdomain=uk,He,https://www.linkedin.com/in/david-archer-232455a/?originalSubdomain=uk,White/European,https://www.linkedin.com/in/david-archer-232455a/?originalSubdomain=uk,No,No,Yes,No,Yes,No,No,https://www.linkedin.com/in/david-archer-232455a/?originalSubdomain=uk
1139,david asman,3627295659,Male,https://en.wikipedia.org/wiki/David_Asman,He,https://en.wikipedia.org/wiki/David_Asman,White/European,https://en.wikipedia.org/wiki/David_Asman,No,No,No,No,No,No,Yes,https://en.wikipedia.org/wiki/David_Asman
1140,david barker,4208368678,Male,https://en.wikipedia.org/wiki/David_Barker_(epidemiologist),He,https://en.wikipedia.org/wiki/David_Barker_(epidemiologist),White/European,https://en.wikipedia.org/wiki/David_Barker_(epidemiologist),Yes,No,No,No,No,No,No,https://en.wikipedia.org/wiki/David_Barker_(epidemiologist)
1141,david battinelli,3823650081,Male,https://www.northwell.edu/about/leadership/david-battinelli-md,He,https://www.northwell.edu/about/leadership/david-battinelli-md,White/European,https://www.northwell.edu/about/leadership/david-battinelli-md,Yes,Yes,No,No,No,No,No,https://www.northwell.edu/about/leadership/david-battinelli-md
1142,david bazzo,2917628758,Male,https://providers.ucsd.edu/details/11320/primary-care-family-medicine,He,https://providers.ucsd.edu/details/11320/primary-care-family-medicine,White/European,https://providers.ucsd.edu/details/11320/primary-care-family-medicine,Yes,Yes,No,No,No,No,No,https://providers.ucsd.edu/details/11320/primary-care-family-medicine
1143,david benton,3049493773,Male,https://www.sfchronicle.com/bayarea/otisrtaylorjr/article/Coronavirus-life-not-sweet-especially-for-15203801.php,He,https://www.sfchronicle.com/bayarea/otisrtaylorjr/article/Coronavirus-life-not-sweet-especially-for-15203801.php,Black/African,https://www.sfchronicle.com/bayarea/otisrtaylorjr/article/Coronavirus-life-not-sweet-especially-for-15203801.php,No,No,No,No,Yes,No,No,https://www.sfchronicle.com/bayarea/otisrtaylorjr/article/Coronavirus-life-not-sweet-especially-for-15203801.php
1144,david berendes,1422383440,Male,https://www.linkedin.com/in/david-berendes-71b3a665/,He,https://www.linkedin.com/in/david-berendes-71b3a665/,White/European,https://www.linkedin.com/in/david-berendes-71b3a665/,Yes,No,No,No,No,No,No,https://www.linkedin.com/in/david-berendes-71b3a665/
1145,david berri,3453833752,Male,https://en.wikipedia.org/wiki/David_Berri,He,https://en.wikipedia.org/wiki/David_Berri,White/European,https://en.wikipedia.org/wiki/David_Berri,No,No,Yes,No,No,No,No,https://en.wikipedia.org/wiki/David_Berri
1146,david blumenthal,2580050511,Male,https://en.wikipedia.org/wiki/David_Blumenthal,He,https://en.wikipedia.org/wiki/David_Blumenthal,White/European,https://en.wikipedia.org/wiki/David_Blumenthal,Yes,Yes,No,Yes,No,No,No,https://en.wikipedia.org/wiki/David_Blumenthal
1147,david byrd,3623852818,Male,https://ballotpedia.org/David_Byrd_(Tennessee),He,https://ballotpedia.org/David_Byrd_(Tennessee),White/European,https://ballotpedia.org/David_Byrd_(Tennessee),No,No,No,Yes,No,No,No,https://ballotpedia.org/David_Byrd_(Tennessee)
1148,david campbell,1908494961,Male,https://en.wikipedia.org/wiki/David_Campbell_(singer),He,https://en.wikipedia.org/wiki/David_Campbell_(singer),White/European,https://en.wikipedia.org/wiki/David_Campbell_(singer),No,No,No,No,No,Yes,No,https://en.wikipedia.org/wiki/David_Campbell_(singer)
1149,david canon,2611784379,Male,https://polisci.wisc.edu/staff/david-canon/,He,https://polisci.wisc.edu/staff/david-canon/,White/European,https://polisci.wisc.edu/staff/david-canon/,No,No,Yes,No,No,No,No,https://polisci.wisc.edu/staff/david-canon/
1150,david carter,320063021,Male,https://en.wikipedia.org/wiki/David_Carter_(politician),He,https://en.wikipedia.org/wiki/David_Carter_(politician),White/European,https://en.wikipedia.org/wiki/David_Carter_(politician),No,No,No,Yes,No,No,No,https://en.wikipedia.org/wiki/David_Carter_(politician)
1151,david cennimo,1460065632,Male,http://njms.rutgers.edu/departments/medicine/med_peds_residency/faculty.cfm,He,http://njms.rutgers.edu/departments/medicine/med_peds_residency/faculty.cfm,White/European,http://njms.rutgers.edu/departments/medicine/med_peds_residency/faculty.cfm,Yes,Yes,No,No,No,No,No,http://njms.rutgers.edu/departments/medicine/med_peds_residency/faculty.cfm
1152,david chao,3480979748,Male,https://www.outkick.com/david-chao/,He,https://www.outkick.com/david-chao/,East Asian,https://www.outkick.com/david-chao/,Yes,Yes,No,No,No,No,No,https://www.outkick.com/david-chao/
1154,david clark,2969108724,Male,https://en.wikipedia.org/wiki/David_Clark_(New_Zealand_politician),He,https://en.wikipedia.org/wiki/David_Clark_(New_Zealand_politician),White/European,https://en.wikipedia.org/wiki/David_Clark_(New_Zealand_politician),No,No,No,Yes,No,No,No,https://en.wikipedia.org/wiki/David_Clark_(New_Zealand_politician)
1155,david closs,4107424130,Male,https://broad.msu.edu/profile/closs/,He,https://broad.msu.edu/profile/closs/,White/European,https://broad.msu.edu/profile/closs/,No,No,Yes,No,No,No,No,https://broad.msu.edu/profile/closs/
1156,david dayen,1699548076,Male,https://prospect.org/topics/david-dayen/,He,https://prospect.org/topics/david-dayen/,White/European,https://prospect.org/topics/david-dayen/,No,No,Yes,No,No,No,Yes,https://prospect.org/topics/david-dayen/
1157,david desteno,3139007896,Male,https://www.davedesteno.com/about/,He,https://www.davedesteno.com/about/,White/European,https://www.davedesteno.com/about/,Yes,Yes,No,No,No,No,No,https://www.davedesteno.com/about/
1158,david dosa,3942661787,Male,https://theconversation.com/profiles/david-dosa-1002425,He,https://theconversation.com/profiles/david-dosa-1002425,White/European,https://theconversation.com/profiles/david-dosa-1002425,Yes,No,No,No,No,No,No,https://theconversation.com/profiles/david-dosa-1002425
1159,david dowdy,1652491548,Male,https://www.jhsph.edu/faculty/directory/profile/2529/david-w-dowdy,He,https://www.jhsph.edu/faculty/directory/profile/2529/david-w-dowdy,White/European,https://www.jhsph.edu/faculty/directory/profile/2529/david-w-dowdy,Yes,No,No,No,No,No,No,https://www.jhsph.edu/faculty/directory/profile/2529/david-w-dowdy
1160,david drew pinsky,2819766980,Male,https://en.wikipedia.org/wiki/Drew_Pinsky,He,https://en.wikipedia.org/wiki/Drew_Pinsky,White/European,https://en.wikipedia.org/wiki/Drew_Pinsky,Yes,Yes,No,No,No,Yes,No,https://en.wikipedia.org/wiki/Drew_Pinsky
1161,david eastwood,2624469857,Male,https://en.wikipedia.org/wiki/David_Eastwood,He,https://en.wikipedia.org/wiki/David_Eastwood,White/European,https://en.wikipedia.org/wiki/David_Eastwood,No,No,Yes,No,No,No,No,https://en.wikipedia.org/wiki/David_Eastwood
1162,david eisenman,1934098883,Male,https://ph.ucla.edu/faculty/eisenman,He,https://ph.ucla.edu/faculty/eisenman,White/European,https://ph.ucla.edu/faculty/eisenman,Yes,Yes,No,No,No,No,No,https://ph.ucla.edu/faculty/eisenman
1163,david fiorenza,2522953143,Male,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1524504,He,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1524504,White/European,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1524504,No,No,Yes,No,No,No,No,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1524504
1165,david freedman,1305009566,Male,https://www.clemson.edu/cecas/departments/eees/people/facultydirectory/freedman.html?_ga=2.175168930.1611555092.1598796532-1918630607.1598273138,He,https://www.clemson.edu/cecas/departments/eees/people/facultydirectory/freedman.html?_ga=2.175168930.1611555092.1598796532-1918630607.1598273138,White/European,https://www.clemson.edu/cecas/departments/eees/people/facultydirectory/freedman.html?_ga=2.175168930.1611555092.1598796532-1918630607.1598273138,No,No,Yes,No,No,No,No,https://www.clemson.edu/cecas/departments/eees/people/facultydirectory/freedman.html?_ga=2.175168930.1611555092.1598796532-1918630607.1598273138
1167,david gifford,3927083172,Male,https://be.mit.edu/directory/david-gifford,He,https://be.mit.edu/directory/david-gifford,White/European,https://be.mit.edu/directory/david-gifford,Yes,No,No,No,No,No,No,https://be.mit.edu/directory/david-gifford
1168,david goodsell,1841566428,Male,https://en.wikipedia.org/wiki/David_Goodsell,He,https://en.wikipedia.org/wiki/David_Goodsell,White/European,https://en.wikipedia.org/wiki/David_Goodsell,Yes,No,No,No,No,No,No,https://en.wikipedia.org/wiki/David_Goodsell
1169,david gordon,3206672920,Male,https://researchnow.flinders.edu.au/en/persons/david-gordon-2,He,https://researchnow.flinders.edu.au/en/persons/david-gordon-2,White/European,https://researchnow.flinders.edu.au/en/persons/david-gordon-2,Yes,No,No,No,No,No,No,https://researchnow.flinders.edu.au/en/persons/david-gordon-2
1170,david gorski,2277935179,Male,https://en.wikipedia.org/wiki/David_Gorski,He,https://en.wikipedia.org/wiki/David_Gorski,White/European,https://en.wikipedia.org/wiki/David_Gorski,Yes,Yes,No,No,No,No,No,https://en.wikipedia.org/wiki/David_Gorski
1171,david grabowski,2066697375,Male,https://hcp.hms.harvard.edu/people/david-c-grabowski,He,https://hcp.hms.harvard.edu/people/david-c-grabowski,White/European,https://hcp.hms.harvard.edu/people/david-c-grabowski,Yes,No,No,No,No,No,No,https://hcp.hms.harvard.edu/people/david-c-grabowski
1172,david greenberg,2278649177,Male,http://greenberg.rutgers.edu/,He,http://greenberg.rutgers.edu/,White/European,http://greenberg.rutgers.edu/,No,No,Yes,No,No,No,No,http://greenberg.rutgers.edu/
1173,david gregg,1533278237,Male,http://www.behindthebuy.com/index.php/About/,He,http://www.behindthebuy.com/index.php/About/,White/European,http://www.behindthebuy.com/index.php/About/,No,No,No,No,No,No,Yes,http://www.behindthebuy.com/index.php/About/
1174,david halpern,1784675167,Male,https://en.wikipedia.org/wiki/David_Halpern_(psychologist),He,https://en.wikipedia.org/wiki/David_Halpern_(psychologist),White/European,https://en.wikipedia.org/wiki/David_Halpern_(psychologist),Yes,Yes,No,No,No,No,No,https://en.wikipedia.org/wiki/David_Halpern_(psychologist)
1175,david hamer,2099376964,Male,https://www.sydney.edu.au/law/about/our-people/academic-staff/david-hamer.html,He,https://www.sydney.edu.au/law/about/our-people/academic-staff/david-hamer.html,White/European,https://www.sydney.edu.au/law/about/our-people/academic-staff/david-hamer.html,No,No,Yes,No,Yes,No,No,https://www.sydney.edu.au/law/about/our-people/academic-staff/david-hamer.html
1176,david hargroves,1855754487,Male,https://www.ekhuft.nhs.uk/gps/our-consultants/?entryid27=82810&char=H,He,https://www.ekhuft.nhs.uk/gps/our-consultants/?entryid27=82810&char=H,White/European,https://www.ekhuft.nhs.uk/gps/our-consultants/?entryid27=82810&char=H,Yes,Yes,No,No,No,No,No,https://www.ekhuft.nhs.uk/gps/our-consultants/?entryid27=82810&char=H
1177,david hepburn,2842908375,Male,https://www.healthpoint.co.nz/private/dermatology/dr-david-hepburn-dermatologist/,He,https://www.healthpoint.co.nz/private/dermatology/dr-david-hepburn-dermatologist/,White/European,https://www.healthpoint.co.nz/private/dermatology/dr-david-hepburn-dermatologist/,No,Yes,No,No,No,No,No,https://www.healthpoint.co.nz/private/dermatology/dr-david-hepburn-dermatologist/
1178,david hill,1172134189,Male,https://www.med.upenn.edu/apps/faculty/index.php/g20001880/p8134361,He,https://www.med.upenn.edu/apps/faculty/index.php/g20001880/p8134361,White/European,https://www.med.upenn.edu/apps/faculty/index.php/g20001880/p8134361,Yes,Yes,No,No,No,No,No,https://www.med.upenn.edu/apps/faculty/index.php/g20001880/p8134361
1179,david hirschwerk,2334579000,Male,https://www.caredash.com/doctors/david-hirschwerk-h5n6f,He,https://www.caredash.com/doctors/david-hirschwerk-h5n6f,White/European,https://www.caredash.com/doctors/david-hirschwerk-h5n6f,No,Yes,No,No,No,No,No,https://www.caredash.com/doctors/david-hirschwerk-h5n6f
1180,david ho,3259264279,Male,https://en.wikipedia.org/wiki/David_Ho,He,https://en.wikipedia.org/wiki/David_Ho,East Asian,https://en.wikipedia.org/wiki/David_Ho,Yes,Yes,No,Yes,Yes,No,No,https://en.wikipedia.org/wiki/David_Ho
1181,david holland,2024718411,Male,https://www.cbs46.com/news/mobile-covid-19-testing-unit-gets-rolling-in-fulton-county/article_a36d31a4-8a34-11ea-84f1-8738dfe1e198.html,He,https://www.cbs46.com/news/mobile-covid-19-testing-unit-gets-rolling-in-fulton-county/article_a36d31a4-8a34-11ea-84f1-8738dfe1e198.html,White/European,https://www.cbs46.com/news/mobile-covid-19-testing-unit-gets-rolling-in-fulton-county/article_a36d31a4-8a34-11ea-84f1-8738dfe1e198.html,No,Yes,No,Yes,No,No,No,https://www.cbs46.com/news/mobile-covid-19-testing-unit-gets-rolling-in-fulton-county/article_a36d31a4-8a34-11ea-84f1-8738dfe1e198.html
1182,david hooper,3029755623,Male,https://advances.massgeneral.org/contributors/contributor.aspx?id=1695,He,https://advances.massgeneral.org/contributors/contributor.aspx?id=1695,White/European,https://advances.massgeneral.org/contributors/contributor.aspx?id=1695,Yes,Yes,No,No,No,No,No,https://advances.massgeneral.org/contributors/contributor.aspx?id=1695
1184,david hui,3674584091,Male,https://faculty.mdanderson.org/profiles/david_hui.html,He,https://faculty.mdanderson.org/profiles/david_hui.html,East Asian,https://faculty.mdanderson.org/profiles/david_hui.html,Yes,Yes,No,No,No,No,No,https://faculty.mdanderson.org/profiles/david_hui.html
1186,david ige,3013922861,Male,https://en.wikipedia.org/wiki/David_Ige,He,https://en.wikipedia.org/wiki/David_Ige,East Asian,https://en.wikipedia.org/wiki/David_Ige,No,No,No,Yes,No,No,No,https://en.wikipedia.org/wiki/David_Ige
