orig_index,raw_name,num_words,top20_candidates_with_score,possible_candidate,sex_at_birth,comment/reference,pronoun_denoting_gender,comment/reference,race_ethnicity,comment/reference,public_health_researcher,practitioner/clinician/physician,non_public_health_researcher,politician/govt service/policymaker,industry_expert,celebrity,journalist,comment/reference
1968,huang ping,2,"[('alexander huang chieh cheng', 86), ('wang ping', 84), ('huang jinhai', 73), ('ivan hung', 70), ('hahn', 68), ('yanzhong huang', 64), ('ho fung hung', 64), ('sanjay pingle', 61), ('susan hopkins', 61), ('craig pirrong', 61), ('bao ping zhu', 61), ('han', 60), ('hun sen', 59), ('harding', 59), ('leung yiu hong', 58), ('yuan herong', 57), ('dana perino', 57), ('hsu li yang', 57), ('hadley king', 57), ('meilan han', 57)]",SELF,Male,"http://newyork.china-consulate.org/eng/zlsxx/dsjl/t1617894.htm#:~:text=General%20%3E%20Curriculum%20Vitae-,Biography%20of%20Consul%20General%20Huang%20Ping,of%20the%20Chinese%20Foreign%20Ministry",He,"http://newyork.china-consulate.org/eng/zlsxx/dsjl/t1617894.htm#:~:text=General%20%3E%20Curriculum%20Vitae-,Biography%20of%20Consul%20General%20Huang%20Ping,of%20the%20Chinese%20Foreign%20Ministry",East Asian,"http://newyork.china-consulate.org/eng/zlsxx/dsjl/t1617894.htm#:~:text=General%20%3E%20Curriculum%20Vitae-,Biography%20of%20Consul%20General%20Huang%20Ping,of%20the%20Chinese%20Foreign%20Ministry",No,No,No,Yes,No,No,No,"http://newyork.china-consulate.org/eng/zlsxx/dsjl/t1617894.htm#:~:text=General%20%3E%20Curriculum%20Vitae-,Biography%20of%20Consul%20General%20Huang%20Ping,of%20the%20Chinese%20Foreign%20Ministry"
1969,hudak,1,"[('harley rouda', 60), ('horacio arruda', 60), ('mahmoud hashemi shahroudi', 54), ('muhiuddin haider', 54), ('lee hyukmin', 54), ('halik malik', 54), ('hiroshi nishiura', 54), ('yanzhong huang', 54), ('lina hidalgo', 54), ('kwon huck ju', 54), ('laura huckins', 54), ('shuhan he', 54), ('mike huckabee', 54), ('huang ping', 54), ('kerrie huxham', 54), ('sarah huckabee sanders', 54), ('alexander huang chieh cheng', 54), ('curtis houck', 54), ('huang jinhai', 54), ('hackathon', 54)]",SELF,Male,https://people.com/human-interest/heroes-providing-essential-services-coronavirus/,He,https://people.com/human-interest/heroes-providing-essential-services-coronavirus/,White/European,https://people.com/human-interest/heroes-providing-essential-services-coronavirus/,No,No,No,Yes,No,No,No,https://people.com/human-interest/heroes-providing-essential-services-coronavirus/
1970,hugh cassiere,2,"[('cassidy', 64), ('andrew hughes', 59), ('charlier', 56), ('charles chiu', 53), ('jose cassio de moraes', 53), ('claire guest', 53), ('catherine ho', 53), ('henry mcmaster', 52), ('paul casey', 52), ('herb asher', 52), ('claire hooker', 51), ('hugh montgomery', 50), ('hun sen', 50), ('hosier lane', 50), ('john caskey', 50), ('h cody meissner', 50), ('claire hopkins', 49), ('alexander huang chieh cheng', 49), ('claire wheeler', 49), ('alexandria ocasio cortez', 49)]",SELF,Male,https://www.northwell.edu/find-care/find-a-doctor/internal-medicine/dr-hugh-albert-cassiere-md-11317751,He,https://www.doximity.com/pub/hugh-cassiere-md,White/European,https://www.northwell.edu/find-care/find-a-doctor/internal-medicine/dr-hugh-albert-cassiere-md-11317751,Yes,Yes,No,Yes,No,No,No,"https://www.doximity.com/pub/hugh-cassiere-md, https://www.fda.gov/media/114900/download"
1971,hugh montgomery,2,"[('montgomery', 90), ('frank ulrich montgomery', 86), ('ms ong', 60), ('greg mortimer', 57), ('luke montrose', 57), ('hunter', 57), ('huang ping', 54), ('metra', 54), ('moulton', 51), ('ma ngok', 51), ('jeremy hunt', 51), ('morante', 51), ('hugh cassiere', 50), ('messioner', 50), ('tom myers', 50), ('mary cushman', 49), ('marc lamont hill', 49), ('ivan hung', 48), ('hoover', 48), ('jeong ok hyun', 48)]",SELF,Male,https://www.iseh.co.uk/consultantdetails/basic-science-research/42/Hugh-Montgomery,He,https://www.iseh.co.uk/consultantdetails/basic-science-research/42/Hugh-Montgomery,White/European,https://www.iseh.co.uk/consultantdetails/basic-science-research/42/Hugh-Montgomery,Yes,Yes,No,No,No,No,No,https://en.wikipedia.org/wiki/Hugh_Montgomery_(physician)
1972,humayun chaudhry,2,"[('head', 68), ('chan chun', 60), ('larry chu', 60), ('abdul mabud chowdhury', 59), ('han', 57), ('john cuddihy', 57), ('saheli roy choudhury', 56), ('yan chen', 56), ('thomas harvey', 55), ('chad autry', 54), ('hudak', 54), ('gary cohan', 54), ('chant', 54), ('meilan han', 54), ('harry', 54), ('hannah fry', 54), ('gemma chan', 54), ('henry wu', 53), ('jane clougherty', 52), ('mark carney', 52)]",SELF,Male,https://en.wikipedia.org/wiki/Humayun_Chaudhry,He,https://en.wikipedia.org/wiki/Humayun_Chaudhry,South Asian,https://en.wikipedia.org/wiki/Humayun_Chaudhry,Yes,Yes,No,Yes,No,No,No,https://en.wikipedia.org/wiki/Humayun_Chaudhry
1973,hun sen,2,"[('choi jung hun', 86), ('sean', 77), ('john stern', 71), ('sens', 68), ('kasie hunt', 67), ('joshua santarpia', 64), ('elaine shuo feng', 64), ('kean seng lim', 64), ('joshua stephany', 64), ('kathryn seawant', 64), ('arun sanyal', 64), ('carol chiung hui peng', 64), ('timothy stenzel', 64), ('sarah reagan steiner', 64), ('kathryn snow', 64), ('nathan sheets', 64), ('chuang shuk kwan', 64), ('john steinbrecher', 64), ('hwang seung sik', 64), ('yang seung ham', 64)]",SELF,Male,https://en.wikipedia.org/wiki/Hun_Sen,He,https://en.wikipedia.org/wiki/Hun_Sen,East Asian,https://en.wikipedia.org/wiki/Hun_Sen,No,No,No,Yes,No,No,No,https://en.wikipedia.org/wiki/Hun_Sen
1974,hunter,1,"[('mary hunter mcdonnell', 90), ('paul hunter', 90), ('w garrett hunt', 72), ('greg hunt', 72), ('kasie hunt', 72), ('jeremy hunt', 72), ('terre haute', 66), ('hun sen', 62), ('katherine henderson', 60), ('robert hendershott', 60), ('steuart henderson britt', 60), ('lindsay perez huber', 60), ('han', 60), ('jeffrey p henderson', 60), ('leonardo huertas', 60), ('james l henderson', 60), ('jeffrey henderson', 60), ('harris faulkner', 60), ('john huber', 60), ('homer venters', 60)]",na,,,,,,,,,,,,,,
1975,hwang seung sik,3,"[('gu su', 72), ('yang seung ham', 69), ('jiang su', 68), ('hahn', 68), ('swan', 68), ('sens', 68), ('dan suan', 68), ('sean', 68), ('leung yiu hong', 66), ('kean seng lim', 64), ('hun sen', 64), ('cho sung il', 62), ('ivan hung', 60), ('han', 60), ('sean leng', 60), ('jag singh', 60), ('chuang shuk kwan', 58), ('chen shih chung', 57), ('nam sung wook', 57), ('shane g owens', 57)]",SELF,Male,https://development.asia/expert/seung-sik-hwang,He,https://development.asia/expert/seung-sik-hwang,East Asian,https://development.asia/expert/seung-sik-hwang,Yes,Yes,No,Yes,No,No,No,"https://development.asia/expert/seung-sik-hwang, https://scholar.google.com/citations?user=jk54VIMAAAAJ&hl=en"
1976,hye ok chung,3,"[('kk cheng', 68), ('chen shih chung', 67), ('jim chung', 67), ('doo ryeon chung', 67), ('kee cheung oam', 66), ('jeong ok hyun', 64), ('han', 60), ('ho fung hung', 58), ('ho pak leung', 58), ('herb kuhn', 57), ('helen chu', 57), ('chan chun', 57), ('alexander huang chieh cheng', 57), ('joe chang', 57), ('carol chiung hui peng', 57), ('tom chang', 57), ('chen guozhong', 56), ('jih fei cheng', 56), ('hilde vochten', 56), ('jih feh cheng', 56)]",SELF,Female,https://blogs.oregonstate.edu/collegeofveterinarymedicine/2011/08/11/dr-chung-completes-her-clinical-year/,She,https://blogs.oregonstate.edu/collegeofveterinarymedicine/2011/08/11/dr-chung-completes-her-clinical-year/,East Asian,https://blogs.oregonstate.edu/collegeofveterinarymedicine/2011/08/11/dr-chung-completes-her-clinical-year/,No,Yes,No,No,No,No,No,https://blogs.oregonstate.edu/collegeofveterinarymedicine/2011/08/11/dr-chung-completes-her-clinical-year/
1977,hyo jick choi,3,"[('jim', 60), ('choi jung hun', 59), ('ho ming sho', 58), ('henry ji', 56), ('hye ok chung', 56), ('howie choset', 56), ('dick cheney', 55), ('howie', 54), ('curtis houck', 53), ('choi jaewook', 53), ('hai shao', 53), ('yi cui', 53), ('isaac chotiner', 52), ('yimmy chow', 52), ('choi jae wook', 51), ('amy cho', 51), ('john chisholm', 51), ('xi chen', 51), ('jih feh cheng', 51), ('nick chater', 50)]",SELF,Male,https://apps.ualberta.ca/directory/person/hyojick,He,https://apps.ualberta.ca/directory/person/hyojick,East Asian,https://apps.ualberta.ca/directory/person/hyojick,Yes,No,No,No,Yes,No,No,"https://apps.ualberta.ca/directory/person/hyojick, https://edmontonjournal.com/news/local-news/u-of-a-researcher-developing-surgical-mask-to-keep-coronavirus-at-bay, "
1978,i min lee,3,"[('lee', 90), ('henry i miller', 86), ('stephen i vladeck', 86), ('christopher lee', 86), ('lee branstetter', 86), ('reutersjason lee beijing', 86), ('lee chang min', 84), ('mike lee', 71), ('brian lee', 67), ('lee hyukmin', 66), ('fermin leguen', 64), ('aimee moulin', 64), ('jay inslee', 63), ('do jun lee', 63), ('irwin redlener', 61), ('lee miringoff', 61), ('lee norman', 60), ('lin', 60), ('miller', 60), ('justin lessler', 60)]",SELF,Female,https://www.hsph.harvard.edu/imin-lee/,She,https://www.hsph.harvard.edu/imin-lee/,East Asian,https://www.hsph.harvard.edu/imin-lee/,Yes,Yes,No,No,No,No,No,https://www.hsph.harvard.edu/imin-lee/
1979,i nelson rose,3,"[('william nelson cromwell', 86), ('robyn nelson', 68), ('steve nelson', 68), ('sion roy', 68), ('steven nelson', 66), ('roy anderson', 61), ('nelson l michael', 60), ('newsom', 60), ('nestor forster', 59), ('christian rose', 59), ('robert peston', 59), ('phil roe', 57), ('franklin d roosevelt', 56), ('hilary rosen', 56), ('johnson roberson', 55), ('ron daniels', 55), ('robert harrison', 54), ('neely', 54), ('ruth michaelson', 54), ('janine ramsey', 54)]",SELF,Male,https://www.iagr.org/iagr2019-speaker-profile-i-nelson-rose,He,https://www.iagr.org/iagr2019-speaker-profile-i-nelson-rose,White/European,https://www.iagr.org/iagr2019-speaker-profile-i-nelson-rose,No,No,Yes,Yes,No,No,No,"https://www.iagr.org/iagr2019-speaker-profile-i-nelson-rose, https://en.wikipedia.org/wiki/I._Nelson_Rose"
1980,iahn gonsenhauser,2,"[('ian jones', 70), ('ian tong', 68), ('gene hartigan', 57), ('susan gunn', 54), ('ian wilson', 54), ('shane g owens', 53), ('andrew goethe', 53), ('erica groshen', 53), ('prabhu gounder', 52), ('itay goldstein', 52), ('jane greer', 52), ('celine gounder', 52), ('marila gennaro', 52), ('ilhan omar', 52), ('alain gauthier', 52), ('paul gosar', 52), ('al gore', 51), ('gena greher', 50), ('ian gilbert', 50), ('genaro molina', 50)]",SELF,Male,https://wexnermedical.osu.edu/about-us/our-people/iahn-gonsenhauser,He,https://wexnermedical.osu.edu/about-us/our-people/iahn-gonsenhauser,White/European,https://wexnermedical.osu.edu/about-us/our-people/iahn-gonsenhauser,Yes,Yes,No,No,Yes,No,No,"https://wexnermedical.osu.edu/about-us/our-people/iahn-gonsenhauser, https://onlinelibrary.wiley.com/doi/full/10.1111/j.1945-1474.2012.00160.x?casa_token=XA6halqlnokAAAAA%3AqhL_3MicxUm0pYCKhw8y1awJcDyiB82OesVftqgbLwGF8VXD3eHcz9jV5la5JWuczWMozJM43tYl"
1981,iain begg,2,"[('iain livingston', 86), ('iain livingstone', 86), ('gufran beig', 60), ('taison bell', 60), ('christian bayer', 60), ('adrian bangerter', 60), ('alan berger', 60), ('ian gilbert', 60), ('gavin boyle', 60), ('marybeth davis baggett', 60), ('catharina boehme', 60), ('gianna bern', 60), ('ian tong', 59), ('jessica berg', 57), ('karin barbee', 57), ('ian hosegood', 57), ('i min lee', 56), ('ivan hung', 56), ('brian lee', 56), ('ian jones', 56)]",SELF,Male,https://www.lse.ac.uk/european-institute/people/begg-iain,He,https://www.lse.ac.uk/european-institute/people/begg-iain,White/European,https://www.lse.ac.uk/european-institute/people/begg-iain,No,No,Yes,Yes,No,No,No,https://www.lse.ac.uk/european-institute/people/begg-iain
1982,iain livingston,2,"[('iain livingstone', 97), ('li', 90), ('iain begg', 86), ('levin', 72), ('ian lipkin', 72), ('jessica levinson', 65), ('fang li', 64), ('paul levinson', 64), ('ian wilson', 64), ('ian tong', 61), ('liang zong an', 61), ('lin', 60), ('liu liang', 60), ('liu', 60), ('laurie levenson', 60), ('w ian lipkin', 59), ('zeng lingkong', 57), ('elaine larson', 57), ('brian long', 56), ('li liang', 56)]",iain livingstone,,,,,,,,,,,,,,
1983,iain livingstone,2,"[('iain livingston', 97), ('li', 90), ('iain begg', 86), ('levin', 72), ('ian lipkin', 72), ('ming lin', 68), ('fang li', 64), ('paul levinson', 62), ('jessica levinson', 62), ('ian wilson', 62), ('lin', 60), ('liu liang', 60), ('liu', 60), ('liang zong an', 59), ('ian tong', 58), ('laurie levenson', 58), ('david levine', 57), ('w ian lipkin', 57), ('hagai levine', 57), ('li liang', 56)]",SELF,Male,https://twitter.com/iatlivingstone?lang=en,He,https://twitter.com/iatlivingstone?lang=en,White/European,https://twitter.com/iatlivingstone?lang=en,Yes,Yes,No,No,No,No,No,"https://scholar.google.com/citations?user=WLM6YJMAAAAJ&hl=en&oi=ao, https://twitter.com/iatlivingstone?lang=en"
1984,ian comfort,2,"[('cuomo', 72), ('ilhan omar', 67), ('andrew cuomo', 61), ('paul cosford', 61), ('joan cook', 60), ('sean cook', 60), ('ivan martinez', 58), ('sebastian condrea', 58), ('nancy cook', 57), ('rae cooper', 57), ('daniel connors', 56), ('lydia o connor', 56), ('andrew m cuomo', 56), ('chris cuomo', 55), ('colm o morain', 55), ('ian gilbert', 55), ('bria coates', 55), ('clifford lane', 55), ('cary cooper', 55), ('martin cetron', 55)]",SELF,Male,https://en.wikipedia.org/wiki/Ian_Comfort,He,https://en.wikipedia.org/wiki/Ian_Comfort,White/European,https://en.wikipedia.org/wiki/Ian_Comfort,No,No,No,Yes,Yes,No,No,https://en.wikipedia.org/wiki/Ian_Comfort
1985,ian gilbert,2,"[('imbert', 75), ('gilbert gee', 74), ('ian voglerpool', 64), ('gianna bern', 64), ('gloria aguilera', 62), ('ken goldberg', 61), ('g wayne miller', 61), ('giuliani', 60), ('iain begg', 60), ('michael giberson', 59), ('kecia gaither', 58), ('karan girotra', 58), ('jose garcia lobera', 58), ('i min lee', 57), ('jane greer', 57), ('ian wilson', 57), ('magnus gisslen', 56), ('steven gambert', 56), ('lisa gualtieri', 56), ('alain gauthier', 56)]",SELF,Male,https://democracy.southend.gov.uk/mgUserInfo.aspx?UID=123,No info,https://democracy.southend.gov.uk/mgUserInfo.aspx?UID=123,White/European,https://democracy.southend.gov.uk/mgUserInfo.aspx?UID=123,No,No,No,Yes,No,No,No,https://democracy.southend.gov.uk/mgUserInfo.aspx?UID=123
1986,ian hall,2,"[('w ian lipkin', 86), ('chong ja ian', 86), ('ian williams', 86), ('ian hanchett', 86), ('ian voglerpool', 86), ('stephanie hall', 86), ('ian hosegood', 86), ('marianne hamra', 68), ('brian hainline', 68), ('adrian hyzler', 68), ('prof hassan vally', 68), ('mark hallenbeck', 68), ('halo', 68), ('lance hill', 67), ('imran khan', 67), ('meilan han', 67), ('keith hall', 67), ('cody hall', 64), ('imani del valle', 61), ('lina hidalgo', 60)]",SELF,Male,https://www.nottinghampost.com/news/nottingham-news/nottingham-physician-work-being-done-3981313,He,https://www.nottinghampost.com/news/nottingham-news/nottingham-physician-work-being-done-3981313,White/European,https://www.nottinghampost.com/news/nottingham-news/nottingham-physician-work-being-done-3981313,Yes,Yes,No,No,No,No,No,https://www.nottinghampost.com/news/nottingham-news/nottingham-physician-work-being-done-3981313
1987,ian hanchett,2,"[('han', 90), ('ian tong', 86), ('ian hall', 86), ('richard hatchett', 71), ('hahn', 68), ('jarno habicht', 64), ('imran khan', 64), ('meilan han', 64), ('kristin harknett', 64), ('brian hainline', 62), ('erin hatton', 61), ('sean hannity', 58), ('hina shah', 57), ('ivan hung', 57), ('ian jones', 57), ('ivan cavicchi', 56), ('ivan martinez', 56), ('iraj harirchi', 56), ('indranil khan', 56), ('ian mackay', 55)]",SELF,Male,https://twitter.com/ianhanchett?lang=en,No info,https://twitter.com/ianhanchett?lang=en,White/European,https://twitter.com/ianhanchett?lang=en,No,No,No,No,No,No,Yes,https://twitter.com/ianhanchett?lang=en
1988,ian hosegood,2,"[('ian tong', 86), ('ian hall', 86), ('ian voglerpool', 62), ('han', 60), ('hosier lane', 58), ('ivan hung', 57), ('iain begg', 57), ('ian jones', 57), ('amy herold', 55), ('chong ja ian', 55), ('robin howe', 55), ('ian wilson', 55), ('ivan konovalov', 54), ('lai heng foong', 54), ('hogan', 54), ('howie', 54), ('roya ijadi maghsoodi', 52), ('yuan herong', 52), ('eitan hersh', 52), ('ian comfort', 52)]",SELF,Male,https://www.emedevents.com/speaker-profile/ian-hosegood,He,https://www.emedevents.com/speaker-profile/ian-hosegood,White/European,https://www.emedevents.com/speaker-profile/ian-hosegood,Yes,Yes,No,Yes,Yes,No,No,"https://academic.oup.com/jtm/article/27/5/taaa116/5871228?login=true, https://www.emedevents.com/speaker-profile/ian-hosegood"
1989,ian jones,2,"[('jones', 90), ('camara phyllis jones', 86), ('j stephen jones', 86), ('megan jones bell', 86), ('mailonline ami jones', 86), ('ian voglerpool', 86), ('alan jones', 84), ('ami jones', 78), ('hilary jones', 76), ('kate jones', 74), ('mark jones', 74), ('ian tong', 71), ('christine johnson', 70), ('cyntoria johnson', 70), ('maria jose sierra', 70), ('iahn gonsenhauser', 70), ('christina johns', 70), ('john', 68), ('joe amon', 67), ('tom jones', 67)]",SELF,Male,https://www.reading.ac.uk/biologicalsciences/about/staff/i-m-jones.aspx,He,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4967786/,White/European,https://www.reading.ac.uk/biologicalsciences/about/staff/i-m-jones.aspx,Yes,Yes,No,Yes,No,No,No,"https://www.reading.ac.uk/biologicalsciences/about/staff/i-m-jones.aspx, https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4967786/"
1990,ian lipkin,2,"[('w ian lipkin', 95), ('li', 90), ('iain livingston', 72), ('iain livingstone', 72), ('ming lin', 67), ('brian long', 60), ('lin', 60), ('marian liu', 60), ('liu liang', 60), ('imran khan', 60), ('hilary lin', 60), ('liu', 60), ('ian wilson', 60), ('fang li', 59), ('daniel levitin', 58), ('pina lalli', 57), ('zhao lijian', 57), ('ira longini', 57), ('li keqiang', 57), ('li liang', 56)]",w ian lipkin,,,,,,,,,,,,,,
1991,ian mackay,2,"[('paul mckay', 70), ('martin makary', 70), ('marty makary', 64), ('dan mccarthy', 64), ('ryan mcgarry', 64), ('robin may', 63), ('brian monahan', 61), ('susan mcclary', 61), ('william mckoy', 61), ('erin mccarthy', 61), ('saint mark', 60), ('imran khan', 60), ('ilhan omar', 60), ('mac hyman', 60), ('susan macmanus', 58), ('janice manjuck', 58), ('mark lennihan', 58), ('kevin mccarthy', 58), ('marcia imbeau', 58), ('kristen malecki', 57)]",SELF,Male,https://scholar.google.com/citations?user=XXQPExkAAAAJ&hl=en,No info,https://scholar.google.com/citations?user=XXQPExkAAAAJ&hl=en,White/European,https://scholar.google.com/citations?user=XXQPExkAAAAJ&hl=en,Yes,No,No,No,No,No,No,https://scholar.google.com/citations?user=XXQPExkAAAAJ&hl=en
1992,ian tong,2,"[('jennifer tong', 86), ('w ian lipkin', 86), ('chong ja ian', 86), ('ian williams', 86), ('ian hanchett', 86), ('ian voglerpool', 86), ('ian hosegood', 86), ('pan hwai tzong', 75), ('ivan hung', 71), ('ian jones', 71), ('ivan konovalov', 68), ('iahn gonsenhauser', 68), ('jane tyson', 67), ('ian wilson', 67), ('tony holohan', 64), ('jean twenge', 63), ('ira longini', 63), ('tina tan', 62), ('iain livingston', 61), ('diana taylor', 60)]",SELF,Male,https://ttspsworld.com/ian-tong-md,He,https://ttspsworld.com/ian-tong-md,Black/African,https://ttspsworld.com/ian-tong-md,Yes,Yes,No,No,Yes,No,No,"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7641006/, https://ttspsworld.com/ian-tong-md"
